2026-02-08 00:50:26,810 | INFO | redis_loader.redis | Redis already running
2026-02-09 22:05:40,973 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-09 22:05:40,974 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-09 22:05:40,976 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-09 22:05:40,977 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-09 22:05:40,978 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-09 22:05:40,979 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-09 22:05:40,980 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-09 22:05:40,981 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-09 22:05:40,982 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-09 22:05:40,983 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-09 22:05:40,986 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-09 22:05:40,987 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-09 22:05:40,988 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:03:53,782 | INFO | redis_loader.redis | Redis not running. Starting Redis...
2026-02-15 22:03:56,794 | INFO | redis_loader.redis | Redis started successfully
2026-02-15 22:03:56,807 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:03:56,808 | ERROR | redis_loader.redis | Failed to store metrics for cnn: [Errno 2] No such file or directory: 'cnn_metrics.json'
2026-02-15 22:05:23,135 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:05:23,144 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:05:23,150 | INFO | redis_loader.redis | Model metrics stored successfully | model=cnn | key=model:cnn:metrics
2026-02-15 22:05:23,154 | INFO | redis_loader.redis | Model metrics stored successfully | model=vgg16 | key=model:vgg16:metrics
2026-02-15 22:05:23,157 | INFO | redis_loader.redis | Model metrics stored successfully | model=resnet50 | key=model:resnet50:metrics
2026-02-15 22:08:24,237 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:08:24,241 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:08:24,245 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:08:24,246 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:08:24,248 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:08:24,250 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:08:24,251 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:08:24,253 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:08:24,254 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:08:24,256 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:08:24,259 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:08:24,260 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:08:24,261 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:08:24,262 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:08:24,263 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:08:24,264 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:08:24,266 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:08:24,268 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:08:24,270 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:08:24,271 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:08:24,274 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:08:24,278 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:08:24,280 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:08:24,282 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:08:24,285 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:08:24,286 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:08:24,287 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:08:24,288 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:08:24,291 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:08:24,292 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:08:24,293 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:08:24,294 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:08:24,295 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:08:24,296 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:08:24,297 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:08:24,299 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:08:24,299 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:11:53,982 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:11:53,987 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:11:53,989 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:11:53,990 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:11:53,994 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:11:53,996 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:11:53,998 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:11:53,999 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:11:54,002 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:11:54,004 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:11:54,006 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:11:54,007 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:11:54,008 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:11:54,032 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:11:54,033 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:11:54,035 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:11:54,037 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:11:54,038 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:11:54,040 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:11:54,045 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:11:54,047 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:11:54,048 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:11:54,051 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:11:54,053 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:11:54,055 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:11:54,056 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:11:54,058 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:11:54,059 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:11:54,060 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:11:54,063 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:11:54,065 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:11:54,071 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:11:54,072 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:11:54,074 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:11:54,076 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:11:54,077 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:11:54,078 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:14:32,366 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:14:32,369 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:14:32,370 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:14:32,373 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:14:32,375 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:14:32,376 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:14:32,377 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:14:32,379 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:14:32,380 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:14:32,381 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:14:32,382 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:14:32,383 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:14:32,384 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:14:32,385 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:14:32,386 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:14:32,389 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:14:32,390 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:14:32,391 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:14:32,392 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:14:32,393 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:14:32,394 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:14:32,395 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:14:32,396 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:14:32,397 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:14:32,398 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:14:32,399 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:14:32,400 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:14:32,401 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:14:32,402 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:14:32,404 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:14:32,405 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:14:32,406 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:14:32,406 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:14:32,408 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:14:32,410 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:14:32,411 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:14:32,411 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:16:39,197 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:16:39,200 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:16:39,200 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:16:39,201 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:16:39,202 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:16:39,203 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
